lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,subjectivity
6.0,4.0,2.0,1.0,0.2222222222222222,0.14814814814814814,0.07407407407407407,0.037037037037037035,0.0
5.0,5.0,0.0,0.0,0.22727272727272727,0.22727272727272727,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.0
1.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
1.0,1.0,0.0,0.0,0.125,0.125,0.0,0.0,1.0
2.0,2.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,1.0
2.0,2.0,0.0,1.0,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.0
2.0,2.0,0.0,3.0,0.15384615384615385,0.15384615384615385,0.0,0.23076923076923078,1.0
2.0,2.0,0.0,0.0,0.11764705882352941,0.11764705882352941,0.0,0.0,1.0
2.0,2.0,0.0,0.0,0.4,0.4,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,1.0
2.0,1.0,1.0,0.0,0.25,0.125,0.125,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,0.0,0.0,0.10526315789473684,0.10526315789473684,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0
2.0,2.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0
4.0,4.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,0.0,1.0,0.2,0.2,0.0,0.2,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0
2.0,2.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0
3.0,3.0,0.0,0.0,0.25,0.25,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,1.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,1.0
1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,1.0
