pos_adj,pos_adp,pos_adv,pos_aux,pos_cconj,pos_det,pos_intj,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_sconj,pos_sym,pos_verb,pos_x,pos_comparatives,pos_superlatives,rule1,rule2,rule3,rule4,rule5,lexicon_subjective,lexicon_positive,lexicon_negative,lexicon_quotation_exclamation,lexicon_subjective_prop,lexicon_positive_prop,lexicon_negative_prop,lexicon_quotation_exclamation_prop,concept_aptitude_avg_abs,concept_aptitude_sum_abs,concept_attention_avg_abs,concept_attention_sum_abs,concept_pleasantness_avg_abs,concept_pleasantness_sum_abs,concept_polarity_avg_abs,concept_polarity_sum_abs,concept_sensitivity_avg_abs,concept_sensitivity_sum_abs,count_dictionary_words,count_named_entities,count_number_date_time,count_url,count_elongated,count_mentions,emoji_polarity_score,emoticon_polarity_score,count_words,count_capitalized_words,proportion_capitalized_words,count_capitalized_chars,proportion_capitalized_chars,subjectivity
1.0,8.0,3.0,1.0,0.0,2.0,0.0,10.0,0.0,3.0,2.0,5.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.045454545454545456,0.022727272727272728,0.022727272727272728,0.0,0.10534090909090908,4.635,0.09754545454545452,4.291999999999999,0.06722727272727273,2.958,0.09254545454545457,4.072000000000001,0.026659090909090907,1.1729999999999998,37.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,4.0,0.1,4.0,0.016129032258064516,1.0
4.0,1.0,4.0,2.0,1.0,3.0,0.0,5.0,0.0,6.0,0.0,5.0,3.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.05,0.05,0.0,0.025,0.11945000000000001,4.7780000000000005,0.092475,3.6990000000000003,0.13625,5.45,0.129025,5.161,0.055775,2.231,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.02857142857142857,1.0,0.00510204081632653,1.0
2.0,3.0,3.0,3.0,0.0,3.0,0.0,6.0,0.0,1.0,1.0,5.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,3.0,0.0,0.15151515151515152,0.06060606060606061,0.09090909090909091,0.0,0.18624242424242424,6.146,0.10133333333333333,3.344,0.18981818181818183,6.264,0.17781818181818182,5.868,0.061,2.013,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.03571428571428571,1.0,0.006535947712418301,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08018181818181817,0.8819999999999999,0.021272727272727273,0.234,0.0930909090909091,1.024,0.059000000000000004,0.649,0.011272727272727273,0.124,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,3.0,0.058823529411764705,1.0
2.0,6.0,4.0,3.0,2.0,4.0,0.0,11.0,0.0,0.0,2.0,6.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.045454545454545456,0.045454545454545456,0.0,0.0,0.0655,2.882,0.0694090909090909,3.054,0.07890909090909091,3.4720000000000004,0.07786363636363634,3.4259999999999993,0.026363636363636356,1.1599999999999997,36.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,38.0,2.0,0.05263157894736842,5.0,0.025252525252525252,1.0
10.0,6.0,2.0,3.0,2.0,4.0,0.0,13.0,1.0,1.0,2.0,12.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,0.0,0.06666666666666667,0.016666666666666666,0.05,0.0,0.08741666666666667,5.245,0.060000000000000005,3.6,0.10908333333333335,6.545000000000001,0.09985000000000001,5.9910000000000005,0.05441666666666667,3.265,44.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,48.0,6.0,0.125,8.0,0.028268551236749116,1.0
0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10144444444444445,0.913,0.09922222222222223,0.893,0.08677777777777777,0.7809999999999999,0.133,1.197,0.11166666666666665,1.005,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.125,1.0,0.023255813953488372,1.0
0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.11816666666666666,0.709,0.0,0.0,0.165,0.99,0.09433333333333332,0.566,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.0,0.041666666666666664,0.0
0.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13336363636363638,1.467,0.08845454545454545,0.973,0.146,1.6059999999999999,0.12263636363636364,1.349,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,1.0,0.018867924528301886,1.0
3.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.1553076923076923,2.019,0.13315384615384615,1.7309999999999999,0.15646153846153846,2.034,0.16246153846153844,2.1119999999999997,0.04253846153846154,0.553,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.017241379310344827,0.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064625,0.517,0.121625,0.973,0.105,0.84,0.097125,0.777,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.14285714285714285,1.0,0.02702702702702703,0.0
0.0,2.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.08295454545454545,1.825,0.047181818181818186,1.038,0.0975,2.145,0.07268181818181817,1.5989999999999998,0.010363636363636365,0.228,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.008695652173913044,1.0
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,1.0,0.041666666666666664,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.23249999999999998,0.9299999999999999,0.29675,1.187,0.29275,1.171,0.267,1.068,0.0205,0.082,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,1.0,0.05263157894736842,0.0
0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10877777777777778,0.979,0.015555555555555557,0.14,0.09955555555555556,0.896,0.07422222222222223,0.668,0.0011111111111111111,0.01,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.125,1.0,0.022727272727272728,1.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.44283333333333336,2.657,0.023000000000000003,0.138,0.445,2.67,0.3821666666666666,2.2929999999999997,0.2735,1.641,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.0,0.023255813953488372,0.0
1.0,6.0,2.0,3.0,2.0,4.0,0.0,9.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.0,0.025225806451612903,0.782,0.03306451612903225,1.025,0.07283870967741936,2.258,0.06490322580645161,2.012,0.06361290322580646,1.972,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,0.03333333333333333,1.0,0.006896551724137931,1.0
3.0,8.0,3.0,1.0,1.0,8.0,0.0,16.0,0.0,2.0,5.0,6.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.08196721311475409,0.08196721311475409,0.0,0.0,0.1432950819672131,8.741,0.07573770491803278,4.619999999999999,0.15960655737704912,9.735999999999997,0.12703278688524589,7.748999999999999,0.019704918032786886,1.202,46.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,6.0,0.11538461538461539,6.0,0.0189873417721519,1.0
2.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050916666666666666,0.611,0.08241666666666667,0.989,0.07391666666666667,0.887,0.06908333333333333,0.829,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.1,1.0,0.015151515151515152,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.197,0.788,0.18,0.72,0.1915,0.766,0.1895,0.758,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3333333333333333,1.0,0.058823529411764705,0.0
1.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0621875,0.995,0.0840625,1.345,0.058937500000000004,0.9430000000000001,0.0619375,0.991,0.015,0.24,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.07142857142857142,1.0,0.012987012987012988,1.0
2.0,2.0,3.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,0.15804999999999997,3.1609999999999996,0.06965,1.393,0.1376,2.7520000000000002,0.16335,3.267,0.1251,2.502,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.05263157894736842,1.0,0.009900990099009901,1.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.4,2.0,0.08,1.0
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.19140000000000001,0.9570000000000001,0.0154,0.077,0.1588,0.794,0.15860000000000002,0.793,0.1106,0.553,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.25,1.0,0.03225806451612903,0.0
2.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.1265,1.518,0.15508333333333332,1.861,0.20033333333333334,2.404,0.17591666666666664,2.1109999999999998,0.04608333333333334,0.553,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.04,0.0
4.0,3.0,0.0,2.0,3.0,2.0,0.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.0,0.07360000000000001,2.208,0.021433333333333335,0.643,0.06549999999999999,1.9649999999999999,0.061533333333333336,1.846,0.05193333333333332,1.5579999999999996,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,1.0,0.038461538461538464,3.0,0.02,1.0
2.0,5.0,5.0,4.0,2.0,4.0,0.0,10.0,0.0,3.0,2.0,6.0,4.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.11848148148148148,6.398,0.15385185185185185,8.308,0.1716111111111111,9.267,0.14679629629629629,7.927,0.025240740740740744,1.3630000000000002,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,0.0625,3.0,0.011538461538461539,1.0
2.0,4.0,4.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.10714285714285714,0.10714285714285714,0.0,0.0,0.26292857142857146,7.362,0.26657142857142857,7.4639999999999995,0.29589285714285724,8.285000000000002,0.2805714285714285,7.855999999999999,0.052000000000000005,1.4560000000000002,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,0.043478260869565216,1.0,0.0070921985815602835,1.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.01,0.06,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.2,1.0,0.030303030303030304,0.0
